id,title,collection_name
11806,Beethoven,['Beethoven Collection']
10438,Beethoven's 2nd,['Beethoven Collection']
9871,Ginger Snaps,['Ginger Snaps Collection']
33258,More American Graffiti,['American Graffiti Collection']
11059,House of the Dead,['House of the Dead Collection']
24,Kill Bill: Vol. 1,['Kill Bill Collection']
9373,The Texas Chainsaw Massacre,['Texas Chainsaw (Reboot) Collection']
4256,Scary Movie 3,['Scary Movie Collection']
10009,Brother Bear,['Brother Bear Collection']
10389,The Eye,['The Eye Collection']
3117,Frankenstein and the Monster from Hell,['Frankenstein (Hammer Series)']
897,Aparajito,['The Apu Collection']
224,Man of Marble,['Man of Marble/Iron Collection']
27117,Sherlock Holmes and the Voice of Terror,['Sherlock Holmes (1939 series)']
50553,Sherlock Holmes Faces Death,['Sherlock Holmes (1939 series)']
44383,Sherlock Holmes in Washington,['Sherlock Holmes (1939 series)']
605,The Matrix Revolutions,['The Matrix Collection']
11846,Father of the Bride,['Father of the Bride Collection']
10147,Bad Santa,['Bad Santa Collection']
9556,Darkman,['Darkman Collection']
9065,Europa,['Europa Trilogy']
38939,Tales from the Crypt,['Tales from the Crypt Collection']
860,WarGames,['WarGames Collection']
8010,Highlander II: The Quickening,['Highlander Collection']
951,Kindergarten Cop,['Kindergarten Cop Collection']
3176,Battle Royale,['Battle Royale Collection']
11824,Teen Wolf,['Teen Wolf Collection']
1594,A Shot in the Dark,['The Pink Panther (Original) Collection']
11811,Leprechaun,['Leprechaun Collection (Original Series)']
9063,The Element of Crime,['Europa Trilogy']
255,Stolen Kisses,['The Adventures of Antoine Doinel']
10028,Honey,['Honey Collection']
122,The Lord of the Rings: The Return of the King,['The Lord of the Rings Collection']
11007,Cheaper by the Dozen,['Cheaper by the Dozen Collection']
11429,Beyond Re-Animator,['Re-Animator Collection']
5205,Pumping Iron,['Pumping Iron Collection']
21779,The Silencers,['The Matt Helm Collection']
1954,The Butterfly Effect,['The Butterfly Effect Collection']
14114,You Got Served,['You Got Served Collection']
21301,Barbershop 2:  Back in Business,['Barbershop Collection']
44539,An Amazing Couple,['Trilogie']
18841,The Lost Skeleton of Cadavra,['The Lost Skeleton Collection']
30566,Blacula,['Blacula Collection']
42466,Scream Blacula Scream,['Blacula Collection']
44674,After Life,['Trilogie']
9838,King Solomon's Mines,['Allan Quatermain Collection']
10677,Dirty Dancing: Havana Nights,['Dirty Dancing Collection']
17047,Agent Cody Banks 2: Destination London,['Agent Cody Banks Collection']
11024,Scooby-Doo 2: Monsters Unleashed,['Scooby-Doo Collection']
553,Dogville,['USA: Land of Opportunities Collection']
1487,Hellboy,['Hellboy Collection']
11137,The Prince & Me,['The Prince & Me Collection']
11358,Walking Tall,['Walking Tall Collection']
2122,The Whole Ten Yards,['The Whole Nine/Ten Yards Collection']
923,Dawn of the Dead,['Living Dead Collection']
34082,Road to Bali,['Road to Collection']
393,Kill Bill: Vol. 2,['Kill Bill Collection']
10625,Mean Girls,['Mean Girls Collection']
7131,Van Helsing,['Van Helsing Collection']
22137,The Kingdom,['The Kingdom']
10035,100 Girls,['100 Girls Collection']
20561,28 Up,['The Up Series']
667,You Only Live Twice,['James Bond Collection']
700,Octopussy,['James Bond Collection']
36670,Never Say Never Again,['James Bond Collection']
10940,Babylon 5: In the Beginning,['Babylon 5 Collection']
9356,Look Who's Talking Too,"[""Look Who's Talking Collection""]"
16113,The Delta Force,['The Delta Force Collection']
25508,Cat People,['Cat People Collection']
12310,The Four Musketeers,['The Musketeers Collection']
39907,Bang Rajan,['Bang Rajan Collection']
9545,Sniper,['Sniper Collection']
10916,Babylon 5: A Call to Arms,['Babylon 5 Collection']
10921,Babylon 5: The River of Souls,['Babylon 5 Collection']
10941,Babylon 5: Thirdspace,['Babylon 5 Collection']
14589,Another Thin Man,['The Thin Man Collection']
14594,The Thin Man Goes Home,['The Thin Man Collection']
14590,Shadow of the Thin Man,['The Thin Man Collection']
14588,After the Thin Man,['The Thin Man Collection']
14595,Song of the Thin Man,['The Thin Man Collection']
1583,Lammbock,['Lammbock Collection']
17653,The Legend I,['The Legend Collection']
11069,Tremors 2: Aftershocks,['Tremors Collection']
10829,Tremors 3: Back to Perfection,['Tremors Collection']
31952,The Vampire Lovers,['Vampire Karnstein (Hammer series)']
54396,The Cheerleaders,['The Cheerleaders - Collection']
40810,The Streetfighter,['The Streetfighter Collection']
40812,Return of the Street Fighter,['The Streetfighter Collection']
3075,Frankenstein Must Be Destroyed,['Frankenstein (Hammer Series)']
43096,Gidget,['The Gidget Collection']
11506,The Silence,['Silence of God Trilogy by Ingmar Bergman']
29455,Winter Light,['Silence of God Trilogy by Ingmar Bergman']
11602,Through a Glass Darkly,['Silence of God Trilogy by Ingmar Bergman']
42632,Monterey Pop,['The Complete Monterey Pop Festival']
10775,Infernal Affairs,['Infernal Affairs Collection']
15618,Robot Jox,['Robot Jox Collection']
13282,Death Race 2000,['Death Race Original Collection']
26268,Harper,['Lew Harper Collection']
250,In China They Eat Dogs,['In China They Eat Dogs Collection']
19086,Delta Force 2: The Colombian Connection,['The Delta Force Collection']
15824,The Inheritance,['Per Fly trilogien (Samling)']
11315,Dead or Alive,['Dead or Alive Collection']
5165,L'Avventura,['Alienation Trilogy']
19128,"The 1,000 Eyes of Dr. Mabuse",['Dr. Mabuse Collection']
33560,Totally Fucked Up,['Teenage Apocalypse Trilogy']
15371,Lupin the Third: The Castle of Cagliostro,['Lupin the Third Collection']
27601,Citizen Toxie: The Toxic Avenger IV,['The Toxic Avenger Collection']
17346,Grey Gardens,['Grey Gardens Collection']
809,Shrek 2,['Shrek Collection']
673,Harry Potter and the Prisoner of Azkaban,['Harry Potter Collection']
2789,The Chronicles of Riddick,['The Chronicles of Riddick Collection']
8920,Garfield,['Garfield Collection']
11546,Police Academy: Mission to Moscow,['Police Academy Collection']
17481,The Adventures of Sherlock Holmes,['Sherlock Holmes (1939 series)']
27118,The Hound of the Baskervilles,['Sherlock Holmes (1939 series)']
9372,Super Size Me,['Super Size Me Collection']
44695,The Born Losers,['Billy Jack Collection']
31217,The Human Condition I: No Greater Love,['The Human Condition']
38582,Godzilla vs. Mechagodzilla,['Godzilla (Showa) Collection']
9542,The Hitcher,['The Hitcher (1986) Collection']
24236,"Now You See Him, Now You Don't",['Dexter Riley Collection']
10606,The Philadelphia Experiment,['The Philadelphia Experiment - Collezione']
6081,Revenge of the Pink Panther,['The Pink Panther (Original) Collection']
2330,Taxi,['Taxi Collection']
2334,Taxi 3,['Taxi Collection']
2202,Lassie Come Home,['Lassie (Kinofilme)']
558,Spider-Man 2,['Spider-Man Collection']
80,Before Sunset,['Before... Collection']
8699,Anchorman: The Legend of Ron Burgundy,['Anchorman Collection']
11247,A Cinderella Story,['Cinderella Story Collection']
36627,The Deluge,['Trylogia Sienkiewicza']
2502,The Bourne Supremacy,['The Bourne Collection']
12625,Guns of the Magnificent Seven,['The Magnificent Seven Collection']
43417,The Magnificent Seven Ride!,['The Magnificent Seven Collection']
20408,Terror by Night,['Sherlock Holmes (1939 series)']
18706,Sherlock Holmes and the Secret Weapon,['Sherlock Holmes (1939 series)']
34327,The Woman in Green,['Sherlock Holmes (1939 series)']
20417,Dressed to Kill,['Sherlock Holmes (1939 series)']
35780,Thunderbirds are GO,['Thunderbirds (Animation) Collection']
25361,Thunderbird 6,['Thunderbirds (Animation) Collection']
25536,PTU,['PTU Collection']
11282,Harold & Kumar Go to White Castle,['Harold & Kumar Collection']
11130,The Princess Diaries 2: Royal Engagement,['The Princess Diaries Collection']
395,AVP: Alien vs. Predator,['AVP Collection']
10762,Without a Paddle,['Without a Paddle Collection']
11026,Exorcist: The Beginning,['The Exorcist Collection']
36912,The Sting II,['The Sting Collection']
44415,Benji: Off the Leash!,['The Benji Collection']
11237,Anacondas: The Hunt for the Blood Orchid,['Anaconda Collection']
13559,The Mangler,['The Mangler Collection']
24924,Night of the Demons,['Night of the Demons Collection']
17994,Witchboard,['Witchboard Collection']
1577,Resident Evil: Apocalypse,['Resident Evil Collection']
26230,Class of Nuke 'Em High 2: Subhumanoid Meltdown,"[""Nuke 'Em High Collection""]"
27816,Basket Case 3,['Basket Case Collection']
27815,Basket Case 2,['Basket Case Collection']
29445,Epidemic,['Europa Trilogy']
28153,It's Alive,"[""It's Alive Collection""]"
1970,The Grudge,['The Grudge Collection']
176,Saw,['Saw Collection']
9806,The Incredibles,['The Incredibles Collection']
11249,Seed of Chucky,"[""Child's Play Collection""]"
9801,Bridget Jones: The Edge of Reason,['Bridget Jones Collection']
2059,National Treasure,['National Treasure Collection']
11836,The SpongeBob SquarePants Movie,['SpongeBob Collection']
163,Ocean's Twelve,"[""Ocean's Collection""]"
36648,Blade: Trinity,['Blade Collection']
33740,That's Entertainment!,"[""That's Entertainment Collection""]"
74719,"That's Entertainment, Part II","[""That's Entertainment Collection""]"
77448,That's Entertainment! III,"[""That's Entertainment Collection""]"
28421,The Invisible Man Returns,['The Invisible Man (Universal Series)']
27503,The Unknown,['I Love a Mystery movie series']
43149,The Son of Kong,['King Kong (1933 series)']
27970,Werewolf of London,['The Wolf Man (Universal Series)']
23101,Topper,['Topper Collection']
23336,Why We Fight: Prelude to War,['Why We Fight']
28436,The Curse of the Cat People,['Cat People Collection']
9797,"Ivan the Terrible, Part I",['Ivan The Terrible Collection']
31980,Road to Rio,['Road to Collection']
4558,Orpheus,['The Orphic Trilogy']
43388,King Solomon's Mines,['Allan Quatermain (1950 series)']
30801,Son of Paleface,['The Paleface Collection']
11402,The Belles of St. Trinian's,"[""St. Trinian's Collection""]"
31372,Samurai I: Musashi Miyamoto,['Samurai Collection']
31374,Samurai II: Duel at Ichijoji Temple,['Samurai Collection']
31378,Samurai III: Duel at Ganryu Island,['Samurai Collection']
34528,The Human Condition II: Road to Eternity,['The Human Condition']
34530,The Human Condition III: A Soldier's Prayer,['The Human Condition']
21135,L'eclisse,['Alienation Trilogy']
17102,Dracula: Prince of Darkness,['Dracula (Hammer Series)']
11047,Asterix the Gaul,['Asterix and Obelix (Animation) Collection']
9929,Asterix and Cleopatra,['Asterix and Obelix (Animation) Collection']
29778,Dracula Has Risen from the Grave,['Dracula (Hammer Series)']
29748,Taste the Blood of Dracula,['Dracula (Hammer Series)']
70327,Gamera vs. Jiger,['Gamera Films']
9394,They Call Me Trinity,['Trinità  Collection']
34479,Scars of Dracula,['Dracula (Hammer Series)']
40732,The Emigrants,['The Emigrants Collection']
18250,Dr. Phibes Rises Again,['Dr. Phibes Collection']
33020,Dracula A.D. 1972,['Dracula (Hammer Series)']
12089,The Tall Blond Man with One Black Shoe,['The Tall Blond Man Collection']
41471,Lone Wolf and Cub: Sword of Vengeance,['Lone Wolf and Cub Collection']
17810,Lone Wolf and Cub: Baby Cart at the River Styx,['Lone Wolf and Cub Collection']
9474,My Name Is Nobody,['Nobody Collection']
25473,Walking Tall,['Walking Tall Original Collection']
24402,Emmanuelle,['Emmanuelle Collection']
16246,Gone in 60 Seconds,['Gone in 60 Seconds Trilogy']
28994,The Adventures of the Wilderness Family,['Mountain Family Robinson Collection']
19174,Dolemite,['Dolemite Collection']
9385,The Twelve Tasks of Asterix,['Asterix and Obelix (Animation) Collection']
28209,Emmanuelle II,['Emmanuelle Collection']
10711,French Connection II,['French Connection Collection']
43430,"The Irony of Fate, or Enjoy Your Bath!",['Ирония судьбы (Коллекция)']
47313,Sister Street Fighter,['The Sister Street Fighter Collection']
5725,Supervixens,['Vixens Collection']
38783,Trilogy of Terror,['Trilogy of Terror Collection']
10640,Futureworld,['Westworld Collection']
5651,Up!,['Vixens Collection']
16378,The Rutles: All You Need Is Cash,['The Rutles Collection']
1362,The Hobbit,['The Lord of the Rings Animated Collection']
33701,French Fried Vacation 2,['French Fried Vacation']
14087,Barefoot Gen,['Barefoot Gen Collection']
1884,The Ewok Adventure,['Star Wars: The Ewok Adventures Collection']
27414,"Silent Night, Deadly Night","['Silent Night, Deadly Night Collection']"
17663,Anne of Green Gables,['Anne of Green Gables Collection']
8868,Asterix vs. Caesar,['Asterix and Obelix (Animation) Collection']
29903,Barbarian Queen,['Barbarian Queen Collection']
14029,Demons,['Demons Collection']
10372,Ewoks: The Battle for Endor,['Star Wars: The Ewok Adventures Collection']
67342,Mr. Vampire,['Mr. Vampire Collection']
9056,Police Story,['Police Story Collection']
9318,Asterix in Britain,['Asterix and Obelix (Animation) Collection']
10570,Flodder,['Flodder Collection']
11471,A Better Tomorrow,['A Better Tomorrow Collection']
22572,Hell Comes to Frogtown,['The Frogtown Collection']
49964,Where Is My Friend's House?,['Koker Trilogy']
30421,A Chinese Ghost Story,['A Chinese Ghost Story Collection']
18305,A Better Tomorrow II,['A Better Tomorrow Collection']
14571,Patlabor: The Movie,['Patlabor Collection']
20562,35 Up,['The Up Series']
18311,Days of Being Wild,"[""Wong Kar-Wai's Informal Collection""]"
1483,Begotten,['Begotten Collection']
34376,Mannequin Two: On the Move,['Mannequin Collection']
29904,Barbarian Queen II: The Empress Strikes Back,['Barbarian Queen Collection']
83761,Life and Nothing More...,['Koker Trilogy']
34683,House of Angels,['House of Angels Collection']
47350,Return to Lonesome Dove,['Lonesome Dove Collection']
25684,American Ninja 5,['American Ninja Collection']
18817,The Bride with White Hair,['The Bride with White Hair Collection']
16437,Cyborg 2,['Cyborg Collection']
17811,The Legend II,['The Legend Collection']
12088,Fortress,['Fortress Collection']
30366,Leningrad Cowboys Meet Moses,['Leningrad Cowboys Collection']
35610,Philadelphia Experiment II,['The Philadelphia Experiment - Collezione']
12664,The Snapper,['Barrytown Trilogy']
32764,71 Fragments of a Chronology of Chance,['Trilogía de la violencia de Michael Haneke']
26877,Naked Killer,['Naked Collection']
18998,Darkman II: The Return of Durant,['Darkman Collection']
11067,Major League II,['Major League Collection']
35977,Pumpkinhead II: Blood Wings,['Pumpkinhead Collection']
26830,Gonin,['Gonin collection']
12613,Street Fighter II: The Animated Movie,['Street Fighter Collection']
37563,A Summer's Tale,['Tales of the Four Seasons']
27318,Jack Frost,['Jack Frost Collection']
16003,The Hunters,['The Hunters Collection']
8214,Drifting Clouds,"[""Aki Kaurismäki's Finland trilogy""]"
2061,Pusher,['Pusher Collection']
74097,Bikini Summer III: South Beach Heat,['Bikini Summer Collection']
36702,Cremaster 5,['The Cremaster Cycle']
17629,Hamilton,['Hamilton Collection']
9732,The Lion King 2: Simba's Pride,['The Lion King Collection']
10213,From Dusk Till Dawn 3: The Hangman's Daughter,['From Dusk Till Dawn Collection']
12095,From Dusk Till Dawn 2: Texas Blood Money,['From Dusk Till Dawn Collection']
1283,"Torrente, the Dumb Arm of the Law",['Torrente Collection']
22140,The Kingdom II,['The Kingdom']
344,"Bang, Boom, Bang",['Unna Trilogie']
15805,Batman & Mr. Freeze: SubZero,['Batman (DC Universe Animated) Collection']
11508,Addams Family Reunion,['Addams Family Collection']
2487,Lady Snowblood,['Lady Snowblood Collection']
12485,Candyman: Day of the Dead,['Candyman Collection']
17074,The Batman Superman Movie: World's Finest,['Superman (DC Universe Animated) Collection']
18491,The End of Evangelion,['Evangelion Collection']
39927,Freeway II: Confessions of a Trickbaby,['Freeway Collection']
21348,Kirikou and the Sorceress,['Kirikou']
9011,The Prophecy 3: The Ascent,['The Prophecy Collection']
2332,Taxi 2,['Taxi Collection']
20882,Peculiarities of the National Fishing,['Osobennosti Natsionalnoy ... - Collection']
5458,Cruel Intentions 2,['Cruel Intentions Collection']
10482,Guest House Paradiso,['The Big Bottom Box']
28031,If These Walls Could Talk 2,['If These Walls Could Talk Collection']
15653,An Extremely Goofy Movie,['A Goofy Movie Collection']
844,2046,"[""Wong Kar-Wai's Informal Collection""]"
23985,Cremaster 2,['The Cremaster Cycle']
2463,Running Out of Time,['Running Out Of Time Collection']
16874,The Wog Boy,['The Wog Boy Collection']
71138,Female Prisoner #701: Scorpion,['The Female Prisoner Series']
39872,Female Prisoner Scorpion: Jailhouse 41,['The Female Prisoner Series']
16234,Batman Beyond: Return of the Joker,['Batman Beyond Collection']
10706,Mimic 2,['Mimic Collection']
17208,Paradise Lost 2: Revelations,['Paradise Lost Collection']
10751,Old Men in New Cars: In China They Eat Dogs II,['In China They Eat Dogs Collection']
2899,Asterix & Obelix: Mission Cleopatra,['Asterix and Obelix Collection']
36243,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",['Godzilla (Millennium) Collection']
10726,American Psycho 2: All American Girl,['American Psycho Collection']
13899,Dead or Alive 2: Birds,['Dead or Alive Collection']
437,Cube²: Hypercube,['Cube Collection']
11178,My Sassy Girl,['My Sassy Girl Collection']
100973,Deadline,['Annika Bengtzon Collection']
21707,My Wife Is a Gangster,['My Wife is a Gangster Collection']
36222,Dead or Alive: Final,['Dead or Alive Collection']
13984,Fubar,['Fubar Collection']
4689,Sympathy for Mr. Vengeance,['The Vengeance Collection']
18248,The Foreigner,['The Foreigner Collection']
21041,The Third Wave,['Johan Falk Collection']
11430,The Lion King 1½,['The Lion King Collection']
23986,Cremaster 3,['The Cremaster Cycle']
4326,Herr Lehmann,['Herr Lehmann Filmreihe']
32250,Ju-on: The Curse,['Ju-on Collection']
44203,Ju-on: The Curse 2,['Ju-on Collection']
10891,Tremors 4: The Legend Begins,['Tremors Collection']
12540,Bring It On Again,['Bring It On Collection']
60672,Crimson Rivers II: Angels of the Apocalypse,['The Crimson Rivers Collection']
14245,Sniper 2,['Sniper Collection']
3177,Battle Royale II: Requiem,['Battle Royale Collection']
10855,Naked Weapon,['Naked Collection']
12140,Ghost in the Shell 2: Innocence,['Ghost in the Shell Collection']
12496,The Twilight Samurai,['Samurai Trilogy']
17457,The Twins Effect,['The Twins Effect Collection']
10361,Ginger Snaps 2: Unleashed,['Ginger Snaps Collection']
41070,Dark Woods,['Dark Woods Collection']
11838,Ju-on: The Grudge,['Ju-on Collection']
670,Oldboy,['The Vengeance Collection']
12583,Ginger Snaps Back: The Beginning,['Ginger Snaps Collection']
9694,One Missed Call,['One Missed Call Collection']
22537,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,['Inuyasha Collection']
10304,Starship Troopers 2: Hero of the Federation,['Starship Troopers Collection']
9666,Ju-on: The Grudge 2,['Ju-on Collection']
9316,Ong-Bak: The Thai Warrior,['Ong Bak Collection']
11647,Infernal Affairs II,['Infernal Affairs Collection']
10105,Saints and Soldiers,['Saints and Soldiers Collection']
83,Open Water,['Open Water Collection']
14310,Infernal Affairs III,['Infernal Affairs Collection']
10320,The Ring Two,['The Ring Collection']
3396,The Yes Men,['The Yes Men Collection']
62276,Bummer,['Bummer Collection']
5889,Azumi,['Azumi Collection']
5460,Cruel Intentions 3,['Cruel Intentions Collection']
8357,What the #$*! Do We (K)now!?,['What the Bleep! Collection']
24674,The Eye 2,['The Eye Collection']
12597,Hellraiser: Inferno,['Hellraiser Collection']
693,Meet the Fockers,['Meet the Parents Collection']
11804,White Noise,['White Noise Collection']
18627,Son of Godzilla,['Godzilla (Showa) Collection']
34326,"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity",['The Yakuza Papers Collection']
23832,For Love and Gold,['Brancaleone Collection']
11633,Appleseed,['Appleseed Collection']
12127,Pippi in the South Seas,['Pippi Longstocking']
11626,Pippi on the Run,['Pippi Longstocking']
42390,Boys Town,['Father Flanagan Collection']
27549,Beastmaster 2: Through the Portal of Time,['Beastmaster Collection']
26581,Dr. Who and the Daleks,['Dr. Who Collection']
11637,Are We There Yet?,['The Are We Collection']
12142,Alone in the Dark,['Alone in the Dark Collection']
8968,Boogeyman,['The Boogeyman Collection']
661,The Marriage of Maria Braun,['The BRD Collection']
561,Constantine,['Constantine Collection']
10214,Son of the Mask,['The Mask Collection']
3040,Night Watch,['World of Watches Collection']
44875,Topper Returns,['Topper Collection']
12721,"No Retreat, No Surrender","['No Retreat, No Surrender Collection']"
27042,The ChubbChubbs!,['The ChubbChubbs Collection']
2926,The Three Musketeers,['The Musketeers Collection']
258,Bed and Board,['The Adventures of Antoine Doinel']
8016,Germany Year Zero,['War Trilogy']
37601,Tombs of the Blind Dead,['The Blind Dead Collection']
4551,Be Cool,['Chili Palmer Collection']
3115,Godzilla vs. The Sea Monster,['Godzilla (Showa) Collection']
6593,Godzilla vs. Mechagodzilla II,['Godzilla (Heisei) Collection']
38148,"Oh, God! You Devil","['Oh, God! Collection']"
438,Cube Zero,['Cube Collection']
37988,Vares: Private Eye,['Vares Collection']
10040,Miss Congeniality 2: Armed and Fabulous,['Miss Congeniality Collection']
38155,Zu: Warriors from the Magic Mountain,['Zu Warriors Collection']
19545,Invasion of Astro-Monster,['Godzilla (Showa) Collection']
187,Sin City,['Sin City Collection']
47406,Arabian Nights,['Trilogy of Life']
9674,Ringu 0,['Ringu Collection']
16250,Love Comes Softly,['The Love Comes Softly Collection']
10065,The Amityville Horror,['The Amityville Horror Collection']
13409,State Property 2,['State Property Collection']
11679,xXx: State of the Union,['xXx Collection']
24444,Zatôichi Meets the One-Armed Swordsman,['Zatôichi: The Blind Swordsman']
46594,Earth,['Ukraine Trilogy']
9463,Vampire Hunter D,['Vampire Hunter D Collection']
1895,Star Wars: Episode III - Revenge of the Sith,['Star Wars Collection']
28423,The Invisible Woman,['The Invisible Man (Universal Series)']
953,Madagascar,['Madagascar Collection']
12700,Dominion: Prequel to the Exorcist,['The Exorcist Collection']
9779,The Sisterhood of the Traveling Pants,['The Sisterhood of the Traveling Pants Collection']
18289,Godzilla vs. Biollante,['Godzilla (Heisei) Collection']
272,Batman Begins,['The Dark Knight Collection']
15767,Godzilla: Final Wars,['Godzilla (Millennium) Collection']
11451,Herbie Fully Loaded,['Herbie Collection']
11683,Land of the Dead,['Living Dead Collection']
42488,The New Land,['The Emigrants Collection']
20914,My Friends,['My Friends Collection']
39464,Godzilla vs. Hedorah,['Godzilla (Showa) Collection']
4889,Billion Dollar Brain,['Harry Palmer Collection']
9738,Fantastic Four,['Fantastic Four Collection']
1826,Russian Dolls,['The Klapisch Trilogy']
1696,The Devil's Rejects,['House of 1000 Corpses Collection']
40254,Whispering Corridors,['Whispering Corridors Collection']
6519,The Dukes of Hazzard,['The Dukes Of Hazzard Collection']
11453,Deuce Bigalow: European Gigolo,['Deuce Bigalow Collection']
11328,Pusher II: With Blood on My Hands,['Pusher Collection']
22965,Doomed to Die,['Mr. Wong Collection']
9564,Asterix & Obelix Take on Caesar,['Asterix and Obelix Collection']
9335,Transporter 2,['The Transporter Collection']
17386,Revenge of the Ninja,['Enter the Ninja Collection']
10753,Police Story 2,['Police Story Collection']
11636,New Police Story,['Police Story Collection']
7553,Waiting...,['Waiting Collection']
8923,Green Street Hooligans,['Green Street Hooligans Collection']
647,Final Fantasy VII: Advent Children,['Final Fantasy Collection']
11968,Into the Blue,['Into the Blue Collection']
533,The Curse of the Were-Rabbit,['Wallace & Gromit Collection']
32237,Whispering Corridors 3: Wishing Stairs,['Whispering Corridors Collection']
9763,Goal!: The Dream Begins,['Goal! Collection']
15493,Star Wreck: In the Pirkinning,['Star Wreck Collection']
38828,Left Behind III: World at War,['Left Behind Collection']
1656,The Legend of Zorro,['Zorro Collection']
215,Saw II,['Saw Collection']
10915,"A Genius, Two Friends, and an Idiot",['Nobody Collection']
8274,American Pie Presents: Band Camp,['American Pie (Spin-off) Collection']
26845,Tarzan the Ape Man,['Tarzan (Johnny Weissmuller series)']
18994,Tarzan and His Mate,['Tarzan (Johnny Weissmuller series)']
1951,Manderlay,['USA: Land of Opportunities Collection']
259,Love on the Run,['The Adventures of Antoine Doinel']
25,Jarhead,['Jarhead Collection']
23220,The Brides of Dracula,['Dracula (Hammer Series)']
9885,Wolf Creek,['Wolf Creek Collection']
9392,The Descent,['The Descent Collection']
674,Harry Potter and the Goblet of Fire,['Harry Potter Collection']
7010,The Wild Geese,['The Wild Geese Collection']
3124,The Evil of Frankenstein,['Frankenstein (Hammer Series)']
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",['The Chronicles of Narnia Collection']
14695,Havoc,['Havoc Collection']
43118,"Ivan the Terrible, Part II: The Boyars' Plot",['Ivan The Terrible Collection']
21040,Executive Protection,['Johan Falk Collection']
36775,The Ambushers,['The Matt Helm Collection']
9641,Cheaper by the Dozen 2,['Cheaper by the Dozen Collection']
9568,The Dentist,['The Dentist Collection']
6935,Yamakasi,['Yamakasi - Collection']
20641,Love's Enduring Promise,['The Love Comes Softly Collection']
4550,Sympathy for Lady Vengeance,['The Vengeance Collection']
10045,District B13,['District 13 Collection']
168705,BloodRayne,['BloodRayne Collection']
1690,Hostel,['Hostel Collection']
10982,Hoodwinked!,['Hoodwinked! Collection']
834,Underworld: Evolution,['Underworld Collection']
39345,Casper Meets Wendy,['Casper Collection']
21519,Project A,['Project A Collection']
39788,Vinci,['Vabank (Collection)']
24580,The Creeping Unknown,['Quatermass (Hammer series)']
11246,Hellraiser: Hellseeker,['Hellraiser Collection']
52728,Gamera vs. Gyaos,['Gamera Films']
7295,8MM 2,['8MM Collection']
7509,Water,['Elements Trilogy']
36768,Uuno Turhapuro armeijan leivissä,['Uuno Turhapuro']
11183,French Fried Vacation,['French Fried Vacation']
11565,Big Momma's House 2,"[""Big Momma's House Collection""]"
11283,Nanny McPhee,['Nanny McPhee Collection']
16452,The Comedians of Comedy,['The Comedians Of Comedy Collection']
9286,Final Destination 3,['Final Destination Collection']
12096,The Pink Panther,['The Pink Panther (Steve Martin) Collection']
33061,Troll,['Troll Collection']
9975,Curious George,['Curious George Collection']
10053,When a Stranger Calls,['When a Stranger Calls Collection']
9682,Pulse,['Pulse Collection']
18747,Election,['Election Collection']
14609,Ultimate Avengers,['Ultimate Avengers Collection']
950,Ice Age: The Meltdown,['Ice Age Collection']
15590,The Prince & Me 2: The Royal Wedding,['The Prince & Me Collection']
18009,Leprechaun 2,['Leprechaun Collection (Original Series)']
19286,Leprechaun 3,['Leprechaun Collection (Original Series)']
19287,Leprechaun 4: In Space,['Leprechaun Collection (Original Series)']
18011,Leprechaun in the Hood,['Leprechaun Collection (Original Series)']
1379,Lights in the Dusk,"[""Aki Kaurismäki's Finland trilogy""]"
9792,The Hills Have Eyes,['The Hills Have Eyes (Reboot) Collection']
11573,Inspector Clouseau,['The Pink Panther (Original) Collection']
46828,Son of the Pink Panther,['The Pink Panther (Original) Collection']
10292,Urban Legends: Bloody Mary,['Urban Legend']
3093,Basic Instinct 2,['Basic Instinct Collection']
4257,Scary Movie 4,['Scary Movie Collection']
588,Silent Hill,['Silent Hill Collection']
8982,The Protector,['The Protector Collection']
956,Mission: Impossible III,['Mission: Impossible Collection']
31506,Die Nibelungen: Siegfried,['Die Nibelungen Collection']
42512,Die Nibelungen: Kriemhild's Revenge,['Die Nibelungen Collection']
34019,The Hidden Blade,['Samurai Trilogy']
591,The Da Vinci Code,['Robert Langdon Collection']
36668,X-Men: The Last Stand,['X-Men Collection']
920,Cars,['Cars Collection']
58,Pirates of the Caribbean: Dead Man's Chest,['Pirates of the Caribbean Collection']
2295,Clerks II,['Clerks Collection']
10007,See No Evil,['See No Evil Collection']
8997,Hollow Man II,['Hollow Man Collection']
10947,High School Musical,['High School Musical Collection']
27320,Jack Frost 2: Revenge of the Mutant Killer Snowman,['Jack Frost Collection']
9615,The Fast and the Furious: Tokyo Drift,['The Fast and the Furious Collection']
9513,Garfield: A Tail of Two Kitties,['Garfield Collection']
10770,The Sheriff and the Satellite Kid,['The Sheriff and the Satellite Kid Collection']
1452,Superman Returns,['Superman Collection']
36576,Curse of the Pink Panther,['The Pink Panther (Original) Collection']
33005,Mimic: Sentinel,['Mimic Collection']
32740,Krrish,['Krrish Collection']
54111,Whispering Corridors 2: Memento Mori,['Whispering Corridors Collection']
1593,Night at the Museum,['Night at the Museum Collection']
1948,Crank,['Crank Collection']
9762,Step Up,['Step Up Collection']
