id,title,movie_genres
59087,5 Fingers,['Drama']
80427,Platform,['Drama']
144541,"Cześć, Tereska",[]
68736,Joe Cocker - Mad Dogs & Englishmen,"['Music', 'Documentary']"
67880,Four Daughters,"['Drama', 'Music', 'Romance']"
60567,The Big City,['Drama']
55831,Boynton Beach Club,"['Comedy', 'Drama', 'Romance']"
61650,A Foreign Affair,"['Comedy', 'Drama', 'Romance']"
57977,Luna de Avellaneda,"['Drama', 'Romance']"
27387,Gacy,"['Crime', 'Drama']"
85505,Min and Bill,"['Drama', 'Comedy']"
47156,It's a Wonderful World,"['Comedy', 'Crime', 'Mystery', 'Romance']"
14457,Reeker,"['Horror', 'Mystery']"
76211,Sitting Pretty,['Comedy']
54910,Off the Black,['Drama']
95797,Waterloo Bridge,"['Drama', 'War']"
77966,Red-Headed Woman,"['Comedy', 'Romance']"
55819,Daniel,['Drama']
46948,Power,['Drama']
97519,Lost Horizon,"['Adventure', 'Fantasy', 'Romance']"
82944,Something Wild,['Drama']
58923,When the Levees Broke: A Requiem in Four Acts,['Documentary']
47143,The Intruder,['Drama']
20537,Caravaggio,"['Drama', 'History']"
79767,Rolling Family,"['Drama', 'Comedy']"
12183,The Wendell Baker Story,"['Comedy', 'Drama', 'Romance']"
56705,Crawlspace,"['Horror', 'Thriller']"
27337,Linda Linda Linda,['Comedy']
78318,Juarez,"['Drama', 'History', 'Romance']"
46919,Daisies,"['Drama', 'Comedy']"
1265,Bridge to Terabithia,"['Adventure', 'Drama', 'Family']"
50754,7 Plus Seven,['Documentary']
74126,Record of a Tenement Gentleman,"['Comedy', 'Drama']"
9760,Epic Movie,"['Action', 'Adventure', 'Comedy']"
56165,Billy the Kid vs. Dracula,"['Action', 'Comedy', 'Horror']"
90560,Red Angel,"['War', 'Drama', 'Foreign']"
63460,Vice Squad,"['Action', 'Drama', 'Mystery', 'Thriller']"
47200,Schizo,"['Crime', 'Drama', 'Romance']"
71506,Ringers - Lord of the Fans,['Documentary']
74581,Sisters of the Gion,['Drama']
52920,What Will You Do When You Catch Me?,"['Comedy', 'Foreign']"
48215,The Dagger of Kamui,"['Animation', 'Action']"
68979,Dead Heat on a Merry-Go-Round,"['Comedy', 'Crime', 'Drama', 'Thriller']"
83980,The Trial of Billy Jack,"['Action', 'Drama']"
94393,The Savage Innocents,['Drama']
97548,Family Law,['Drama']
99259,Eight Deadly Shots,['Drama']
50812,Unfaithfully Yours,"['Comedy', 'Romance']"
64142,Three Smart Girls,"['Comedy', 'Romance', 'Music']"
61648,Something in the Wind,['Comedy']
1255,The Host,"['Horror', 'Drama', 'Science Fiction']"
47249,America America,"['Drama', 'History']"
49709,Kippur,"['Drama', 'Foreign', 'War']"
50185,Diary of a Hitman,"['Thriller', 'Crime', 'Drama']"
25062,A Taste of Honey,['Drama']
46916,Samurai Spy,"['Action', 'Drama', 'Foreign']"
52679,The Last Command,"['Drama', 'History', 'Romance']"
47837,The Fugitive Kind,"['Romance', 'Drama']"
27263,The Tall Target,"['Mystery', 'Thriller']"
83346,It's Impossible to Learn to Plow by Reading Books,['Drama']
56474,Philanthropy,"['Comedy', 'Drama']"
192675,Eklavya: The Royal Guard,"['Action', 'Drama', 'Thriller']"
297853,Turn of Faith,"['Drama', 'Crime']"
57241,Kissed by Winter,"['Drama', 'Foreign', 'Thriller']"
16018,American Hardcore,"['Documentary', 'Music']"
175027,Double Harness,['Drama']
47848,Scent of a Woman,['Drama']
102227,"Welcome Back, Mr. McDonald","['Comedy', 'Foreign']"
118536,The Private Affairs of Bel Ami,['Drama']
63951,In the Year of the Pig,"['Documentary', 'War']"
81309,Man - Woman Wanted,['Comedy']
30694,The Resurrected,"['Drama', 'Horror']"
54659,Woman on the Beach,"['Drama', 'Foreign']"
48994,Smash-Up: Story of a Woman,['Drama']
185158,The Grace Lee Project,['Documentary']
49081,The Rocket: The Legend of Rocket Richard,['Drama']
46875,Fixed Bayonets!,"['Action', 'Drama', 'War']"
50153,The Man from Planet X,"['Horror', 'Science Fiction', 'Thriller', 'Romance']"
55823,The Great War,"['Drama', 'Comedy', 'War']"
37959,GO,"['Comedy', 'Drama']"
170261,The Legend of Sleepy Hollow,"['Comedy', 'Family', 'Fantasy', 'Horror']"
74055,L'iceberg,['Comedy']
45664,Who the #$&% Is Jackson Pollock?,['Documentary']
60400,The Blue Bird,"['Drama', 'Family', 'Fantasy']"
57425,Once You're Born You Can No Longer Hide,"['Drama', 'Music', 'Romance', 'Foreign']"
71822,The Mystery of Picasso,['Documentary']
85535,David Holzman's Diary,['Comedy']
54934,Swoon,['Drama']
125025,East Side Story,"['Documentary', 'Foreign']"
55859,Knock On Wood,"['Action', 'Comedy']"
122291,The Homecoming,['Drama']
75350,American Friends,"['Comedy', 'Romance']"
77621,Within Our Gates,"['Drama', 'Romance']"
266525,Alan & Naomi,"['Drama', 'Family']"
49870,The Power of Nightmares,['Documentary']
63096,Tea and Sympathy,['Drama']
101897,Boris and Natasha,"['Adventure', 'Comedy']"
54494,The Sterile Cuckoo,"['Comedy', 'Drama']"
81847,The Dawn Patrol,"['Action', 'War', 'Drama']"
88527,Cruel Story of Youth,"['Drama', 'Romance']"
155386,La Sierra,[]
59995,Wild Tigers I Have Known,"['Drama', 'Romance']"
54546,China Blue,['Documentary']
45211,Face to Face,['Western']
48169,The Mercenary,"['Action', 'Comedy', 'Western']"
81700,The Wool Cap,['Drama']
53975,New Wave,"['Action', 'Comedy']"
84242,Stories of Lost Souls,['Drama']
77210,Design for Living,"['Comedy', 'Romance']"
63607,27 Missing Kisses,"['Drama', 'Comedy', 'Romance']"
84972,Chronicle of a Summer,['Documentary']
84567,Between Heaven and Hell,"['Drama', 'Action', 'War']"
114033,...And the Pursuit of Happiness,['Documentary']
33688,Jonny Vang,['Comedy']
90374,"Wood & Stock: Sexo, Orégano e Rock'n'Roll",[]
46067,"Mary, Queen of Scots","['Drama', 'History']"
50155,Can't Help Singing,"['Music', 'Western']"
95560,The Monster Walks,"['Horror', 'Thriller']"
48301,Return to the 36th Chamber,['Action']
20605,The City of Violence,"['Action', 'Thriller']"
18442,Decoys,"['Horror', 'Science Fiction', 'Thriller']"
39127,Ripley Under Ground,"['Drama', 'Thriller']"
53827,The Dawn Rider,"['Action', 'Western']"
48267,The American Soldier,"['Action', 'Drama']"
46872,The Steel Helmet,"['Drama', 'War', 'Action']"
1620,Hitman,"['Action', 'Crime', 'Drama', 'Thriller']"
55192,Tokyo Twilight,['Drama']
24123,Cake,"['Drama', 'Comedy', 'Romance']"
48266,Ma Mère,['Drama']
71848,Noise,"['Thriller', 'Romance']"
150938,All Passion Spent,[]
46902,The Treatment,"['Comedy', 'Drama', 'Romance']"
64942,Mary,['Drama']
66110,Fall from Grace,['Documentary']
45126,Regular Lovers,"['Drama', 'Romance']"
52473,Allegro,"['Drama', 'Foreign', 'Romance', 'Science Fiction']"
157373,Commune,[]
71066,Robin Hood,"['Drama', 'Action', 'Romance']"
53896,Close My Eyes,"['Drama', 'Romance']"
48737,The Maidens' Conspiracy,['Adventure']
111744,Joe and Max,"['Drama', 'TV Movie']"
40682,The Train Robbers,"['Action', 'Western']"
111854,Chicks With Sticks,['Comedy']
54318,The Water Horse,"['Fantasy', 'Adventure', 'Family']"
69315,Battlestar Galactica: Razor,"['TV Movie', 'Science Fiction', 'Action', 'Drama', 'Thriller']"
45871,The Mission,"['Action', 'Adventure', 'Drama', 'Science Fiction']"
107282,Savages,"['Fantasy', 'Drama', 'Comedy']"
69557,The Pumpkin Eater,['Drama']
110909,Things I Never Told You,"['Comedy', 'Romance']"
60141,Lavoura Arcaica,"['Drama', 'Foreign']"
49367,Two Sons of Francisco,"['Drama', 'History']"
47841,In Between Days,"['Drama', 'Foreign', 'Romance']"
51992,And Soon the Darkness,"['Mystery', 'Thriller']"
49717,God Save the King,"['Comedy', 'Drama', 'Music', 'Romance']"
78705,Live-In Maid,"['Drama', 'Foreign']"
42635,"Rachel, Rachel","['Drama', 'Romance']"
86241,Welcome to L.A.,"['Romance', 'Drama', 'Music']"
71068,The Iron Horse,['Western']
111747,Just Pals,"['Drama', 'Western']"
81522,What?,['Comedy']
58470,The Green Man,['Comedy']
1479,"Clean, Shaven","['Drama', 'Crime']"
100526,Thunder Rock,"['Drama', 'Fantasy', 'War']"
62652,Bamako,['Drama']
53094,World on a Wire,"['Crime', 'Drama', 'Science Fiction', 'Thriller']"
244145,The Bottom of the Sea,[]
59474,Cazuza: Time Doesn't Stop,"['Drama', 'Music']"
55294,Canvas,['Drama']
77245,The Prisoner of Shark Island,"['Drama', 'History']"
71072,Crime Zone,"['Fantasy', 'Science Fiction', 'Adventure']"
46885,Visiting Hours,"['Horror', 'Thriller']"
28093,In Which We Serve,"['Drama', 'War']"
76235,Hunger,['Drama']
48131,The Shout,"['Horror', 'Drama']"
7992,It's a Free World...,['Drama']
95169,Four Sons,"['War', 'Drama']"
113788,Hangman's House,"['Thriller', 'Drama', 'Romance']"
125742,The 10th District Court: Moments of Trial,"['Documentary', 'Foreign']"
94009,Born Reckless,"['Crime', 'Comedy', 'Drama']"
72602,Up the River,"['Comedy', 'Crime']"
117001,Seas Beneath,"['Action', 'Drama', 'War']"
38052,Please Vote for Me,"['Documentary', 'Foreign']"
90387,Gran Paradiso,['Adventure']
45757,Saving Sarah Cain,"['Drama', 'Family']"
22551,Believers,"['Horror', 'Thriller']"
78307,On the Outs,['Drama']
72608,Doctor Bull,['Comedy']
29369,Made in U.S.A,"['Comedy', 'Crime', 'Mystery']"
46883,Quiet City,"['Drama', 'Romance']"
79161,51 Birch Street,['Documentary']
79156,9 Star Hotel,"['Documentary', 'Foreign']"
86792,Dead Awake,"['Thriller', 'Romance']"
13495,Alatriste,['Action']
60612,Le Bal,[]
36223,Zebraman,"['Action', 'Comedy', 'Foreign']"
46982,Black Peter,"['Drama', 'Comedy']"
14272,Chan Is Missing,"['Action', 'Comedy', 'Crime']"
99339,Just Anybody,[]
92299,The Thief Who Came to Dinner,"['Romance', 'Comedy']"
9017,Outpost,"['Action', 'Adventure', 'Horror']"
53196,Before Flying Back to Earth,['Documentary']
47120,Antares,['Drama']
12198,Flight of the Red Balloon,"['Family', 'Drama']"
13008,An American Crime,"['Crime', 'Drama']"
87541,The Unknown Soldier,"['Drama', 'History', 'Documentary', 'War', 'Foreign']"
50700,Hey Hey It's Esther Blueburger,"['Comedy', 'Drama']"
85514,The Quiet American,"['Drama', 'Romance', 'Thriller', 'War']"
60676,Wesley Willis: The Daddy of Rock 'n' Roll,['Documentary']
82437,Following Sean,['Documentary']
31512,Memories of Matsuko,"['Comedy', 'Drama']"
130639,Extreme Private Eros: Love Song 1974,"['Documentary', 'Foreign']"
51929,The Emperor's Naked Army Marches On,"['Documentary', 'Foreign']"
74349,Antonio das Mortes,"['Drama', 'Western']"
17221,Where the Sidewalk Ends,"['Action', 'Crime', 'Drama', 'Thriller']"
50231,The FBI Story,['Drama']
79761,The Iron Mask,"['Action', 'Drama']"
48564,Villa Rides,"['Action', 'Western']"
46189,The Wings of Eagles,"['War', 'Action', 'Drama']"
72609,Steamboat Round the Bend,['Comedy']
117044,The World Moves On,"['Drama', 'History', 'Romance']"
114348,Pilgrimage,['Drama']
95402,Lonelyhearts,['Drama']
72445,Boat People,['Drama']
45996,Dust in the Wind,"['Drama', 'Romance']"
60261,The Prefab People,['Drama']
45791,When Did You Last See Your Father?,['Drama']
51484,July Rhapsody,"['Drama', 'Foreign', 'Romance']"
22090,Telefon,['Thriller']
45408,The Protector,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']"
82731,The Three Musketeers,"['Action', 'Adventure', 'Romance']"
66180,The Fiances,"['Drama', 'Romance', 'Foreign']"
14748,Boy A,"['Crime', 'Drama']"
14392,The Warlords,"['Action', 'Drama', 'History']"
49258,Quill:  The Life of a Guide Dog,['Drama']
75141,Huckleberry Finn,"['Music', 'Family']"
78998,Desire,"['Comedy', 'Crime', 'Drama', 'Romance']"
85559,Archangel,"['Comedy', 'Drama', 'Romance', 'War']"
51890,Battlefield Baseball,"['Comedy', 'Foreign', 'Horror']"
45698,The Hourglass Sanatorium,"['Fantasy', 'Drama']"
111305,Tell It to the Marines,"['Action', 'Comedy', 'Drama']"
64852,London After Midnight,"['Horror', 'Drama']"
78321,Dog Day,"['Action', 'Crime', 'Drama']"
77765,The Klansman,"['Crime', 'Drama', 'Thriller']"
45512,Pocket Money,"['Action', 'Comedy', 'Western']"
80659,Get Well Soon,"['Comedy', 'Romance']"
72163,Along Came Jones,"['Action', 'Comedy', 'Western', 'Romance']"
64131,Mauvais Sang,"['Crime', 'Drama', 'Romance', 'Science Fiction', 'Thriller']"
94525,A Page of Madness,"['Drama', 'Horror']"
125550,Two Women,['Drama']
16800,Roman Polanski: Wanted and Desired,['Documentary']
56224,Z Channel: A Magnificent Obsession,"['History', 'Documentary']"
32604,Transylvania,[]
68259,The Violin,"['Drama', 'Foreign']"
16019,Lost Islands,['Drama']
46531,Borderline,"['Crime', 'Drama', 'Thriller']"
88751,Journey to the Center of the Earth,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']"
60531,Heartbeat Detector,"['Drama', 'Thriller', 'Foreign']"
158800,A Majority of One,"['Comedy', 'Family', 'Drama']"
78527,Jimmy Carter Man from Plains,['Documentary']
116333,Bravo Two Zero,"['War', 'Action']"
80523,Steal a Pencil for Me,['Documentary']
18846,The Little Drummer Boy,"['Animation', 'Family']"
30112,Lost in Beijing,"['Drama', 'Foreign', 'Romance']"
70846,Love & Pop,"['Drama', 'Comedy', 'Foreign']"
117129,The Family Game,"['Comedy', 'Foreign', 'Drama']"
85685,The Godless Girl,['Drama']
167928,Frozen City,['Drama']
46871,Eve and the Fire Horse,['Drama']
45579,The World's Greatest Lover,"['Comedy', 'Romance']"
63474,The Good Humor Man,['Comedy']
15570,Bomb It,['Documentary']
155796,Still Life,"['Romance', 'Drama']"
60230,Trumbo,['Documentary']
118309,John Adams,"['History', 'Drama']"
21335,Oh! What a Lovely War,"['War', 'Comedy', 'Music']"
85574,The Seventh Cross,"['Drama', 'War']"
102305,August Evening,['Drama']
71139,Jam,"['Drama', 'Documentary']"
41264,"Africa, Goodbye",['Documentary']
47721,Sawdust and Tinsel,['Drama']
50759,An Autumn Afternoon,['Drama']
37050,So Normal,['Comedy']
54669,Tears of April,"['Drama', 'War']"
73169,Zuzu Angel,['Drama']
73920,Dead Man's Letters,"['Science Fiction', 'Drama']"
50011,Look Back in Anger,['Drama']
81296,Supermarket Woman,['Comedy']
46492,Sound of the Mountain,['Drama']
131805,"Sexo, Amor e Traição",[]
42095,The Funeral,"['Comedy', 'Family']"
56942,Family Life,['Drama']
71206,Adios Sabata,"['Action', 'Western', 'War']"
120481,Come to the Stable,['Drama']
76406,Tokyo-Ga,['Documentary']
101929,Black River,"['Crime', 'Drama']"
108634,Typhoon Club,"['Drama', 'Romance']"
225614,My Sons,[]
56295,The Love of Siam,['Drama']
83683,I Can Get it For You Wholesale,['Drama']
59403,The Adventures of Huckleberry Finn,"['Drama', 'Family', 'Adventure']"
69299,Resistance,"['Drama', 'Romance']"
114796,Tin Man,"['Adventure', 'Fantasy', 'Science Fiction']"
53772,The Affairs of Anatol,"['Drama', 'Comedy', 'Romance']"
120828,The Great K&A Train Robbery,['Western']
173634,Rockin' In The Rockies,"['Western', 'Comedy']"
8938,Tokyo!,"['Romance', 'Drama']"
73059,Kozara,['War']
47184,Repast,['Drama']
158959,Feiern,[]
215471,Gold Raiders,"['Western', 'Comedy']"
96395,The Winning of Barbara Worth,"['Drama', 'Romance', 'Western']"
52561,The Whole Town's Talking,"['Comedy', 'Crime', 'Drama']"
127257,Every Stewardess Goes to Heaven,"['Drama', 'Romance', 'Foreign']"
49355,Goyokin,"['Drama', 'Action', 'Foreign']"
82519,Restaurant,['Drama']
208385,The Blue Hour,[]
84050,Fanny,"['Drama', 'Romance']"
58570,Where a Good Man Goes,"['Action', 'Drama', 'Foreign', 'Thriller']"
125749,The Gaucho,['Action']
111759,Don Q Son of Zorro,"['Western', 'Adventure', 'Romance']"
88435,Tattooed Life,"['Thriller', 'Drama', 'Action']"
77650,Bullfighter and the Lady,"['Drama', 'Romance']"
17704,The Living Sea,['Documentary']
36571,The Dirty Dozen: Next Mission,"['Action', 'War']"
37327,Wagon Master,"['Action', 'Western']"
54615,When Willie Comes Marching Home,['Comedy']
56256,Stuff and Dough,"['Crime', 'Drama']"
20919,The Devil's Chair,['Horror']
45838,The Bell Boy,['Comedy']
72495,The Blue Light,"['Drama', 'Fantasy', 'Mystery']"
114390,Hospital,['Documentary']
85844,Women of the Night,"['Romance', 'Drama', 'Thriller']"
65502,Fools' Parade,"['Thriller', 'Drama', 'Comedy']"
28148,Ninja III: The Domination,"['Horror', 'Action']"
93260,Body of War,"['Documentary', 'War']"
109539,The Sun Shines Bright,"['Comedy', 'Drama', 'Western']"
116973,Four Men and a Prayer,"['Adventure', 'Mystery']"
74485,A Man Named Pearl,['Documentary']
174122,Dallas - War of The Ewings,['Drama']
200311,Much Ado About Something,[]
109711,I Am the Law,"['Crime', 'Drama']"
86782,Patterns,['Drama']
126754,The Forgotten One,"['Thriller', 'Horror', 'Mystery', 'Romance']"
61751,Jesus is a Palestinian,['Comedy']
52615,Meltdown: Days of Destruction,"['Action', 'Drama', 'Science Fiction', 'TV Movie']"
41966,Pin,"['Horror', 'Thriller']"
89453,Love,[]
120862,The Animal Kingdom,"['Comedy', 'Drama', 'Romance']"
42655,Andromeda Nebula,"['Science Fiction', 'Romance']"
87894,Mr. Wu,['Drama']
86082,Why We Fight: The Nazis Strike,"['War', 'Documentary']"
79090,Why We Fight: The Battle of Britain,"['Documentary', 'War', 'History']"
47499,Small Cuts,['Drama']
60488,Arabian Nights,"['Adventure', 'Action', 'Romance']"
111302,The Blackbird,"['Crime', 'Drama', 'Romance']"
112912,Why We Fight: The Battle of Russia,"['Documentary', 'War', 'History']"
80616,The More the Merrier,"['Comedy', 'Romance']"
2694,Tuya's Marriage,"['Drama', 'Romance', 'Foreign']"
159849,Why We Fight: Divide and Conquer,['Documentary']
75686,Hexed,"['Comedy', 'Thriller']"
297983,On the Rumba River,['Documentary']
34812,H.G. Wells' War of the Worlds,['Science Fiction']
14806,Impulse,"['Mystery', 'Thriller']"
51817,Zamfir's Zona,['Drama']
84397,Double Dynamite,"['Comedy', 'Music']"
59158,The Death Kiss,"['Horror', 'Mystery', 'Thriller']"
105371,Girls Rock!,['Documentary']
185156,Jane Austen in Manhattan,"['Drama', 'Romance']"
194113,Blackadder Back & Forth,"['Comedy', 'History']"
51247,Blackadder's Christmas Carol,"['Comedy', 'History']"
362026,Magnificent 7,['Drama']
89573,Chandu the Magician,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']"
42366,Dr. Jack,['Comedy']
141971,Blackout,"['Thriller', 'Mystery']"
53519,High and Dizzy,['Comedy']
53518,Now or Never,['Comedy']
70191,The Good Guys and the Bad Guys,"['Drama', 'Action', 'Comedy', 'Western']"
51808,Six in Paris,"['Comedy', 'Drama']"
50988,Young Gods,"['Drama', 'Thriller', 'Romance', 'Foreign']"
113916,The General Died at Dawn,"['Thriller', 'Action', 'Adventure', 'Crime']"
87790,Brotherhood of Death,"['Action', 'Drama']"
113921,Dallas,"['Action', 'Western']"
54406,The Young Visiters,"['Comedy', 'Drama', 'Family', 'Romance']"
60547,The Duel at Silver Creek,"['Action', 'Western']"
368955,The Recruiter,['Documentary']
49256,Habana Blues,"['Drama', 'Foreign']"
86084,Why We Fight: The Battle of China,"['War', 'Documentary']"
52886,Castaway,"['Adventure', 'Drama']"
170094,Liberty Kid,[]
260528,De fûke,"['Drama', 'War']"
221861,Aspen,['Documentary']
114403,Model,['Documentary']
125705,Hamlet,['Drama']
36402,The Welts,['Drama']
86363,Gun The Man Down,"['Western', 'Action']"
60542,Albuquerque,"['Action', 'Romance', 'Western']"
162865,Why We Fight: War Comes to America,"['Documentary', 'War']"
47658,John Waters: This Filthy World,"['Documentary', 'Comedy']"
50307,Soup to Nuts,"['Comedy', 'Romance']"
49511,Chinese Coffee,['Drama']
250093,The Man,[]
35077,Three Strangers,['Thriller']
101838,Game Over,"['Crime', 'Drama', 'Thriller']"
214436,Maria,['Drama']
80193,The Big Stampede,"['Action', 'Western']"
169869,Blue,"['Romance', 'Western']"
56816,The Visitor,['Drama']
168261,Shadow of the Holy Book,['Documentary']
75880,Belle of the Nineties,"['Drama', 'Comedy']"
160783,Branded,['Western']
58782,A Dead Calling,['Horror']
62753,Beachhead,"['War', 'Action', 'Drama']"
417285,Los signos del zodiaco,[]
46595,The Great Ecstasy of Woodcarver Steiner,['Documentary']
50318,Go Go Tales,"['Comedy', 'Drama']"
253116,Wrestling with Alligators,[]
94533,The Badlanders,['Western']
63938,Bad Luck Love,"['Drama', 'Crime']"
46725,Indictment: The McMartin Trial,"['TV Movie', 'Drama']"
48350,Psychomania,"['Horror', 'Foreign']"
97915,Point of Order!,['Documentary']
111459,California,['Western']
131729,The Con,"['Romance', 'Comedy', 'Crime', 'Drama']"
52105,Husbands,"['Comedy', 'Drama']"
60539,The Cimarron Kid,['Western']
85394,33 Scenes from Life,['Drama']
133328,The Deadly Trackers,['Western']
70089,Comet in Moominland,"['Animation', 'Comedy', 'Fantasy']"
135938,Daddy,[]
52512,Café Lumière,['Drama']
98193,Death by Hanging,"['Comedy', 'Crime', 'Drama', 'Foreign']"
49600,The Last Movie,['Drama']
47980,Jesus Christ Superstar,"['Drama', 'Music']"
73953,AmericanEast,"['Drama', 'Romance']"
54838,Robinson in Space,"['Documentary', 'Foreign']"
171840,Kimberly,"['Romance', 'Comedy']"
68190,Ralliraita,[]
20829,Funny People,"['Comedy', 'Drama']"
47561,Firepower,"['Action', 'Adventure']"
18884,Nuremberg,"['TV Movie', 'Drama']"
434306,Going to Kansas City,"['Drama', 'Romance']"
157909,Show Me,"['Drama', 'Thriller']"
17314,Pistol Whipped,"['Action', 'Thriller', 'Crime', 'Drama']"
94405,The Far Horizons,"['Action', 'History', 'Western', 'Romance']"
110761,Container,['Drama']
38087,Mystery Team,"['Comedy', 'Thriller', 'Mystery']"
79331,The Gunfight at Dodge City,"['Action', 'Western']"
206034,The Black Watch,"['Drama', 'Adventure']"
50013,Wings,['Drama']
90324,The English Surgeon,"['Documentary', 'Foreign']"
67384,A Hell of a Day,"['Drama', 'Comedy']"
36281,Shara,['Drama']
47497,Expecting Love,"['Romance', 'Comedy', 'Drama']"
125858,Tokyo.sora,['Drama']
111014,Dead Silent,['Thriller']
85330,Out At The Wedding,['Romance']
53574,Born to the West,"['Romance', 'Western']"
74286,The Hasty Heart,"['Drama', 'Romance', 'War']"
16538,"I Love You, Man",['Comedy']
80314,Young Thugs: Nostalgia,"['Drama', 'Action', 'Comedy', 'Foreign']"
161006,Praying With Lior,[]
52528,Bloodbath at the House of Death,"['Comedy', 'Horror']"
15854,Kung Fu Panda: Secrets of the Furious Five,"['Animation', 'Comedy', 'Family']"
53651,Hangman's Knot,"['Action', 'Western']"
58076,Immortal Sergeant,"['War', 'Drama']"
143240,Nigdy w życiu!,['Comedy']
73856,The Children of Leningradsky,['Documentary']
47739,Illegal,"['Crime', 'Drama']"
113321,Jasminum,"['Comedy', 'Romance']"
46799,The Third Part of the Night,"['Drama', 'Horror', 'War']"
36392,Kogel-mogel,['Comedy']
62437,Land of Silence and Darkness,"['Documentary', 'Foreign']"
53828,Blue Steel,"['Action', 'Western']"
34015,We Live in Public,['Documentary']
53863,Star of Midnight,"['Romance', 'Comedy', 'Mystery']"
99283,Private Lives,['Comedy']
94854,Too Many Girls,"['Comedy', 'Music']"
20048,Confessions of a Shopaholic,"['Comedy', 'Romance']"
330711,One Kill,"['Drama', 'TV Movie', 'Crime']"
82962,Killer Force,"['Action', 'Thriller']"
55748,Ystäväni Henry,[]
284117,Fitna,['Documentary']
55500,The Land of Happiness,[]
91099,Your life in 65 minutes,[]
97421,Kansas Raiders,"['Action', 'Adventure', 'War', 'Western']"
142973,Dating Games People Play,[]
55773,Man on the Flying Trapeze,['Comedy']
61070,Pekka ja Pätkä lumimiehen jäljillä,['Comedy']
93562,Law and Order,"['Action', 'Western']"
45965,Sanshiro Sugata Part Two,"['History', 'Action']"
16867,Gardens of the Night,"['Crime', 'Drama']"
16919,Global Metal,"['Documentary', 'Music']"
83099,Escape from Fort Bravo,"['Action', 'Western']"
128857,Apollo 13: To the Edge and Back,['Documentary']
46096,The Small Back Room,"['War', 'Drama', 'Thriller']"
67857,The Mindscape of Alan Moore,['Documentary']
168538,"Nana, the True Key of Pleasure","['Drama', 'Comedy']"
99224,The Lawless Breed,"['Action', 'Western']"
94139,Lust for Gold,"['Action', 'Western']"
44967,Strike,['Drama']
91603,The Magic of Méliès,[]
84908,Lawless Range,['Western']
45882,Bab'Aziz,['Drama']
51472,The Garage,['Comedy']
24365,The Final Inquiry,"['Adventure', 'Drama', 'History']"
95977,The Man Behind The Gun,['Western']
67849,Break Up,"['Thriller', 'Romance']"
112582,Fraternity Demon,['Comedy']
205410,The Smart Set,['Comedy']
49571,Intentions of Murder,['Drama']
53204,Amazing Journey: The Story of The Who,"['Documentary', 'Music']"
53624,The Desert Trail,"['Action', 'Western']"
120528,Moving Midway,['Documentary']
270952,The Life and Times of Allen Ginsberg,['Documentary']
72891,Euphoria,"['Drama', 'Romance']"
168643,XIII,"['Action', 'Crime', 'Mystery']"
156908,Täynnä tarmoa,[]
48116,Love Sick,['Drama']
210487,Człowiek z M-3,['Comedy']
64115,I Hate Mondays,['Comedy']
65503,A Lady Takes a Chance,"['Western', 'Comedy', 'Romance']"
288035,"Kids in the Hall: Same Guys, New Dresses",['Documentary']
92312,Django the Bastard,"['Action', 'Thriller', 'Western']"
80592,The Man from Monterey,"['Action', 'Western']"
90120,Horrorvision,[]
47906,The Seduction of Joe Tynan,['Drama']
111752,Man in the Middle,['War']
122160,More Dead Than Alive,"['Western', 'Action']"
180162,Breaking the Rules,[]
53947,The Murder of Fred Hampton,['Documentary']
15705,Incendiary,"['Drama', 'Thriller', 'Romance']"
121707,Montana,"['Western', 'Action', 'Adventure', 'Romance']"
101362,A Cure for Love,"['Comedy', 'Adventure', 'Crime']"
90799,Hi Diddle Diddle,"['Comedy', 'Romance']"
86764,Suzanne's Career,['Romance']
155426,Anioł w Krakowie,['Comedy']
83868,Female,"['Drama', 'Romance']"
61109,The Flame of New Orleans,"['Comedy', 'Romance']"
129089,Flash Gordon: Trip to Mars,"['Adventure', 'Science Fiction', 'Action']"
77822,The Winslow Boy,['Drama']
33104,Don,"['Action', 'Adventure', 'Comedy', 'Crime', 'Foreign', 'Thriller']"
81512,Many Rivers to Cross,"['Action', 'Comedy', 'Western']"
115306,Ricky Rapper,"['Comedy', 'Family', 'Music', 'Foreign']"
200796,Show,"['Comedy', 'Thriller']"
53622,The Man From Utah,"['Action', 'Adventure', 'Drama', 'Western']"
64968,Marius and Jeannette,"['Drama', 'Romance', 'Foreign']"
58018,U Pana Boga za piecem,['Comedy']
70806,Blind Husbands,"['Romance', 'Drama']"
45560,Berlin Alexanderplatz,['Drama']
50600,A Free Soul,"['Crime', 'Drama', 'Romance']"
49767,Fade to Black,"['Drama', 'Thriller', 'Mystery']"
84119,Goodbye Again,"['Drama', 'Romance']"
51260,The Crawling Hand,"['Horror', 'Science Fiction']"
89484,Home from the Hill,"['Drama', 'Romance']"
48288,Small Town Gay Bar,['Documentary']
156917,Pekka ja Pätkä neekereinä,[]
45779,Mindwarp,"['Horror', 'Science Fiction', 'Thriller']"
19508,Garfield's Pet Force,"['Animation', 'Comedy', 'Family']"
66770,Dutchman,['Drama']
176810,Air Hawks,"['Action', 'Romance', 'Mystery', 'Drama']"
